split,index,label,mse
normal,104,5,0.005238902755081654
normal,105,4,0.003935142420232296
normal,106,7,0.0030326242558658123
normal,107,6,0.009713035076856613
normal,108,7,0.00793425738811493
normal,109,0,0.006725651677697897
normal,110,5,0.0035752994008362293
normal,111,8,0.006577931810170412
normal,112,5,0.00413050502538681
normal,113,6,0.005228235851973295
normal,114,6,0.004824079107493162
normal,115,5,0.005412330385297537
normal,116,7,0.005224498454481363
normal,117,8,0.005642971023917198
normal,118,1,0.0008737869211472571
normal,119,0,0.0031191359739750624
normal,120,1,0.0016740589635446668
normal,121,6,0.006173904985189438
normal,122,4,0.005427264142781496
normal,123,6,0.010282812640070915
normal,124,7,0.007529763504862785
normal,125,3,0.004084993619471788
normal,126,1,0.0008483584388159215
normal,127,7,0.006793559528887272
normal,128,1,0.0017326574306935072
normal,129,8,0.006638339255005121
normal,130,2,0.006326090078800917
normal,131,0,0.0024394188076257706
normal,132,2,0.016901634633541107
normal,133,5,0.006242414470762014
normal,134,5,0.007657490670681
normal,135,1,0.0015918652061372995
normal,136,5,0.004409808665513992
normal,137,6,0.008160069584846497
normal,138,0,0.005155140068382025
normal,139,3,0.0063978140242397785
normal,140,4,0.008098321966826916
normal,141,4,0.005971573293209076
normal,142,6,0.006626307964324951
normal,143,5,0.0031722986605018377
normal,144,4,0.00413232808932662
normal,145,6,0.011351708322763443
normal,146,5,0.003961409442126751
normal,147,4,0.010326703079044819
normal,148,5,0.0102606862783432
normal,149,1,0.0010060311760753393
normal,150,4,0.005091784987598658
normal,151,4,0.003450320567935705
normal,152,7,0.0042302049696445465
normal,153,2,0.0064220670610666275
normal,154,3,0.00866719987243414
normal,155,2,0.006962277460843325
normal,156,7,0.003690185258165002
normal,157,1,0.0020783443469554186
normal,158,8,0.004834591411054134
normal,159,1,0.0004919456550851464
normal,160,8,0.0071210702881217
normal,161,1,0.0012407444883137941
normal,162,8,0.007304877042770386
normal,163,5,0.003392394632101059
normal,164,0,0.0064039588905870914
normal,165,8,0.01114179752767086
normal,166,2,0.00396878132596612
normal,167,5,0.00725763663649559
normal,168,0,0.004167139530181885
normal,169,1,0.0021277745254337788
normal,170,1,0.0017533922800794244
normal,171,1,0.003052644431591034
normal,172,0,0.004337890539318323
normal,173,0,0.005824659019708633
normal,174,3,0.013138800859451294
normal,175,1,0.0017921150429174304
normal,176,6,0.004901433829218149
normal,177,4,0.0030403626151382923
normal,178,2,0.002519826404750347
normal,179,3,0.010385928675532341
normal,180,6,0.005509367678314447
normal,181,1,0.0016227668384090066
normal,182,1,0.001411791075952351
normal,183,1,0.001117429812438786
normal,184,3,0.004705595783889294
normal,185,5,0.006154351402074099
normal,186,2,0.004369344096630812
normal,187,4,0.005630155559629202
normal,188,5,0.01222134381532669
normal,189,3,0.004624184221029282
normal,190,0,0.002729272237047553
normal,191,3,0.0029868001583963633
normal,192,6,0.0068408772349357605
normal,193,5,0.006552396807819605
normal,194,5,0.010789291001856327
normal,195,7,0.0049773165956139565
normal,196,2,0.007361994590610266
normal,197,2,0.008787919767200947
normal,198,7,0.0021020739804953337
normal,199,1,0.002307870425283909
normal,200,2,0.008794504217803478
normal,201,8,0.010227740742266178
normal,202,4,0.004539878107607365
normal,203,1,0.0018864738522097468
normal,204,7,0.0029565244913101196
normal,205,3,0.005930868908762932
normal,206,3,0.006045014597475529
normal,207,8,0.007777624297887087
normal,208,8,0.007546714972704649
normal,209,7,0.0028964837547391653
normal,210,2,0.004693708848208189
normal,211,2,0.008717761375010014
normal,212,4,0.0044831400737166405
normal,213,1,0.0016695733647793531
normal,214,5,0.003595657180994749
normal,215,8,0.009453417733311653
normal,216,7,0.009726285934448242
normal,217,2,0.008354775607585907
normal,218,3,0.015970008447766304
normal,219,0,0.0037465423811227083
normal,220,4,0.010790192522108555
normal,221,4,0.00484140869230032
normal,222,2,0.0021828939206898212
normal,223,4,0.007351759821176529
normal,224,1,0.003147740615531802
normal,225,5,0.005310493987053633
normal,226,7,0.0025771961081773043
normal,227,7,0.0021479392889887094
normal,228,2,0.003330978797748685
normal,229,8,0.00853028055280447
normal,230,2,0.004327959846705198
normal,231,6,0.009120034985244274
normal,232,8,0.014190944842994213
normal,233,5,0.006816658191382885
normal,234,7,0.00628875195980072
normal,235,7,0.0024515006225556135
normal,236,1,0.0011181591544300318
normal,237,8,0.006796529050916433
normal,238,1,0.0013825498754158616
normal,239,8,0.01776031218469143
normal,240,0,0.006945078261196613
normal,241,3,0.007163186091929674
normal,242,0,0.003654523054137826
normal,243,1,0.0005980420392006636
normal,244,4,0.0036329072900116444
normal,245,1,0.0011136438697576523
normal,246,8,0.008241686969995499
normal,247,2,0.012497847899794579
normal,248,1,0.0016141538508236408
normal,249,2,0.0029136871453374624
normal,250,7,0.005348730366677046
normal,251,5,0.007058108225464821
normal,252,2,0.007084648124873638
normal,253,6,0.003651142120361328
normal,254,4,0.01188579946756363
normal,255,1,0.0023572647478431463
normal,256,5,0.004037749022245407
normal,257,8,0.011904681101441383
normal,258,2,0.007557719945907593
normal,259,2,0.005893788766115904
normal,260,0,0.0032560769468545914
normal,261,4,0.0047191446647048
normal,262,0,0.0047147986479103565
normal,263,0,0.003879699157550931
normal,264,2,0.007593186572194099
normal,265,8,0.008467142470180988
normal,266,4,0.01271156594157219
normal,267,7,0.004398368764668703
normal,268,1,0.0010727067710831761
normal,269,2,0.015628576278686523
normal,270,4,0.005193940829485655
normal,271,0,0.007787678856402636
normal,272,2,0.005495020654052496
normal,273,7,0.00528975622728467
normal,274,4,0.005715702194720507
normal,275,3,0.005248643923550844
normal,276,3,0.004899417515844107
normal,277,0,0.0035427312832325697
normal,278,0,0.004270071163773537
normal,279,3,0.010715353302657604
normal,280,1,0.0014797678450122476
normal,281,6,0.009082194417715073
normal,282,5,0.008020653389394283
normal,283,2,0.008747907355427742
normal,284,5,0.00655014393851161
normal,285,2,0.00526194553822279
normal,286,3,0.004570946097373962
normal,287,0,0.010574146173894405
normal,288,4,0.0029545724391937256
normal,289,2,0.007074193097651005
normal,290,0,0.0040851556695997715
normal,291,7,0.007780127692967653
normal,292,1,0.0011541442945599556
normal,293,1,0.0010243343422189355
normal,294,2,0.0049458653666079044
normal,295,1,0.0008098563994280994
normal,296,5,0.006387792062014341
normal,297,3,0.0053990366868674755
normal,298,3,0.003944078925997019
normal,299,7,0.002855950500816107
normal,300,8,0.012912287376821041
normal,301,6,0.008152083493769169
normal,302,5,0.0034940431360155344
normal,303,6,0.014271205291152
normal,304,1,0.0007595397182740271
normal,305,3,0.005827819462865591
normal,306,8,0.010673392564058304
normal,307,1,0.0012226731050759554
normal,308,0,0.0044551328755915165
normal,309,5,0.008380567654967308
normal,310,1,0.0015666603576391935
normal,311,3,0.006218522787094116
normal,312,1,0.002555884886533022
normal,313,5,0.004706997890025377
normal,314,5,0.010460464283823967
normal,315,6,0.005974613130092621
normal,316,1,0.001121243927627802
normal,317,8,0.008728573098778725
normal,318,5,0.004310506395995617
normal,319,1,0.0013630911707878113
normal,320,7,0.005330970976501703
normal,321,4,0.009435495361685753
normal,322,6,0.0037396312691271305
normal,323,2,0.007943173870444298
normal,324,2,0.005440886598080397
normal,325,5,0.005803774576634169
normal,326,0,0.002922399202361703
normal,327,6,0.012024655006825924
normal,328,5,0.012706578709185123
normal,329,6,0.00900004617869854
normal,330,3,0.008875994011759758
normal,331,7,0.0043785409070551395
normal,332,2,0.004570456687361002
normal,333,0,0.005515917204320431
normal,334,8,0.010683620348572731
normal,335,8,0.00875849649310112
normal,336,5,0.006158316973596811
normal,337,4,0.0042964983731508255
normal,338,1,0.0013372392859309912
normal,339,1,0.0017599209677428007
normal,340,4,0.0042366813868284225
normal,341,0,0.012682744301855564
normal,342,3,0.010744857601821423
normal,343,3,0.006865344941616058
normal,344,7,0.0025094531010836363
normal,345,6,0.004479215480387211
normal,346,1,0.0012215784518048167
normal,347,6,0.005724881310015917
normal,348,2,0.008219496347010136
normal,349,1,0.0013829314848408103
normal,350,2,0.006152693182229996
normal,351,8,0.013755655847489834
normal,352,6,0.004053020849823952
normal,353,1,0.00143400055821985
normal,354,5,0.007411099039018154
normal,355,2,0.005729536060243845
normal,356,5,0.0036292506847530603
normal,357,4,0.009036002680659294
normal,358,4,0.005291400942951441
normal,359,2,0.005971661303192377
normal,360,8,0.008042161352932453
normal,361,3,0.012938479892909527
normal,362,8,0.01461169682443142
normal,363,2,0.006966274697333574
normal,364,4,0.00745846051722765
normal,365,5,0.005091892089694738
normal,366,0,0.005049052648246288
normal,367,3,0.00745889637619257
normal,368,1,0.0022786797489970922
normal,369,7,0.0024151825346052647
normal,370,7,0.0018303198739886284
normal,371,5,0.0061757247895002365
normal,372,7,0.002808626974001527
normal,373,7,0.0063403816893696785
normal,374,1,0.0011385059915482998
normal,375,2,0.004750262945890427
normal,376,1,0.0009235442848876119
normal,377,4,0.011795099824666977
normal,378,2,0.012907139025628567
normal,379,2,0.004772282671183348
normal,380,0,0.005716950166970491
normal,381,4,0.011004525236785412
normal,382,1,0.000791167258284986
normal,383,4,0.009212835691869259
normal,384,8,0.007444923277944326
normal,385,1,0.0014941215049475431
normal,386,8,0.021351078525185585
normal,387,4,0.010896269232034683
normal,388,5,0.010852467268705368
normal,389,8,0.007140058558434248
normal,390,8,0.00966231431812048
normal,391,3,0.00805877149105072
normal,392,7,0.0029021105729043484
normal,393,6,0.00405189860612154
normal,394,0,0.007207810878753662
normal,395,0,0.004397712182253599
normal,396,3,0.004874942358583212
normal,397,0,0.005476455204188824
normal,398,2,0.007784639950841665
normal,399,6,0.010594955645501614
normal,400,6,0.006151136010885239
normal,401,4,0.005745325703173876
normal,402,3,0.008523025549948215
normal,403,3,0.0035620867274701595
normal,404,3,0.005894872359931469
normal,405,2,0.006118889432400465
normal,406,3,0.00881259422749281
normal,407,1,0.0014179667923599482
normal,408,2,0.007886834442615509
normal,409,6,0.003998202737420797
normal,410,8,0.009489779360592365
normal,411,0,0.006919178180396557
normal,412,5,0.006246326956897974
normal,413,6,0.009516178630292416
normal,414,6,0.009491934441030025
normal,415,6,0.004143633879721165
normal,416,3,0.011198802851140499
normal,417,8,0.009770569391548634
normal,418,8,0.009491099044680595
normal,419,2,0.002612864365801215
normal,420,7,0.009443560615181923
normal,421,5,0.006504029035568237
normal,422,8,0.009553630836308002
normal,423,6,0.007786240894347429
normal,424,1,0.001436691964045167
normal,425,8,0.0061025312170386314
normal,426,4,0.008730420842766762
normal,427,1,0.0007283209706656635
normal,428,2,0.011579339392483234
normal,429,5,0.006107254885137081
normal,430,1,0.0019550248980522156
normal,431,7,0.006900961976498365
normal,432,5,0.00819653831422329
normal,433,4,0.004566445015370846
normal,434,0,0.0025515807792544365
normal,435,8,0.013458162546157837
normal,436,1,0.0010315168183296919
normal,437,0,0.005328999366611242
normal,438,5,0.004906893707811832
normal,439,2,0.012507336214184761
normal,440,3,0.007267010398209095
normal,441,7,0.0026487205177545547
normal,442,8,0.006344887427985668
normal,443,4,0.0030876907985657454
normal,444,0,0.0038055977784097195
normal,445,6,0.006474046036601067
normal,446,3,0.004608879331499338
normal,447,5,0.005508951842784882
normal,448,2,0.007773479912430048
normal,449,1,0.0013645719736814499
normal,450,3,0.006155821494758129
normal,451,1,0.0015886516775935888
normal,452,3,0.005883655045181513
normal,453,6,0.0035469811409711838
normal,454,5,0.006714378949254751
normal,455,7,0.007205804344266653
normal,456,4,0.0038307642098516226
normal,457,2,0.005854567512869835
normal,458,2,0.005539526231586933
normal,459,6,0.011971088126301765
normal,460,3,0.004158080089837313
normal,461,2,0.00794162880629301
normal,462,6,0.008639447391033173
normal,463,5,0.009142047725617886
normal,464,4,0.004443506710231304
normal,465,8,0.004938874393701553
normal,466,7,0.004827243275940418
normal,467,1,0.004838915541768074
normal,468,3,0.011023808270692825
normal,469,0,0.0029406121466308832
normal,470,3,0.003702217247337103
normal,471,8,0.013676210306584835
normal,472,3,0.011712850071489811
normal,473,1,0.0010684087174013257
normal,474,3,0.006762506905943155
normal,475,4,0.006693829782307148
normal,476,4,0.006381947081536055
normal,477,6,0.006006732117384672
normal,478,4,0.009913410060107708
normal,479,2,0.00825919397175312
normal,480,1,0.0011366493999958038
normal,481,8,0.011258359998464584
normal,482,2,0.0061105950735509396
normal,483,5,0.008335527963936329
normal,484,4,0.003374960273504257
normal,485,8,0.014486325904726982
normal,486,8,0.027043985202908516
normal,487,4,0.007379146292805672
normal,488,0,0.0048500653356313705
normal,489,0,0.004790100269019604
normal,490,2,0.0064165969379246235
normal,491,3,0.0048091718927025795
normal,492,2,0.009008176624774933
normal,493,7,0.00717548793181777
normal,494,7,0.006357848644256592
normal,495,0,0.0058004106394946575
normal,496,8,0.008896843530237675
normal,497,7,0.009432480670511723
normal,498,4,0.0066896528005599976
normal,499,4,0.005724403075873852
normal,500,7,0.003959151916205883
normal,501,6,0.006565231829881668
normal,502,0,0.008002339862287045
normal,503,8,0.007166169583797455
normal,504,0,0.004714588169008493
normal,505,4,0.0066252294927835464
normal,506,6,0.009412180632352829
normal,507,0,0.003913410473614931
normal,508,6,0.0034204446710646152
normal,509,3,0.0068435342982411385
normal,510,5,0.006366042885929346
normal,511,4,0.0049071176908910275
normal,512,8,0.00893695279955864
normal,513,3,0.00354785262607038
normal,514,3,0.005837061442434788
normal,515,3,0.005109281279146671
normal,516,3,0.008547818288207054
normal,517,3,0.010649967007339
normal,518,7,0.004873975645750761
normal,519,8,0.004677878692746162
normal,520,0,0.005276694428175688
normal,521,8,0.007676101289689541
normal,522,2,0.012844709679484367
normal,523,1,0.001295778201892972
normal,524,7,0.0020524223800748587
normal,525,0,0.005065596662461758
normal,526,6,0.006276071537286043
normal,527,5,0.005610422696918249
normal,528,4,0.0050892005674541
normal,529,3,0.007371390238404274
normal,530,8,0.008655695244669914
normal,531,0,0.0031329989433288574
normal,532,6,0.0029154408257454634
normal,533,3,0.0068582771345973015
normal,534,8,0.014768203720450401
normal,535,0,0.0049977959133684635
normal,536,6,0.005987390875816345
normal,537,8,0.008461463265120983
normal,538,6,0.008614140562713146
normal,539,8,0.01222783513367176
normal,540,5,0.004215585999190807
normal,541,7,0.004208154510706663
normal,542,8,0.010509870015084743
normal,543,6,0.006549740210175514
normal,544,0,0.006396966986358166
normal,545,2,0.005543623585253954
normal,546,4,0.007552858907729387
normal,547,0,0.006876695901155472
normal,548,2,0.009384529665112495
normal,549,2,0.004344852641224861
normal,550,3,0.0023870072327554226
normal,551,1,0.0018031548243016005
normal,552,7,0.006314278580248356
normal,553,5,0.00694426940754056
normal,554,1,0.0038314745761454105
normal,555,0,0.006164261139929295
normal,556,8,0.0056953830644488335
normal,557,4,0.005552640184760094
normal,558,6,0.002082089427858591
normal,559,2,0.0038640392012894154
normal,560,6,0.010702855885028839
normal,561,7,0.002592344069853425
normal,562,3,0.008633067831397057
normal,563,2,0.010646341368556023
normal,564,8,0.010443240404129028
normal,565,2,0.006001533940434456
normal,566,2,0.00841663870960474
normal,567,2,0.006561867892742157
normal,568,7,0.005366592202335596
normal,569,3,0.011013759300112724
normal,570,5,0.00919879786670208
normal,571,1,0.0015211442951112986
normal,572,8,0.005569060333073139
normal,573,0,0.0036008728202432394
normal,574,2,0.003716504666954279
normal,575,0,0.003911537583917379
normal,576,5,0.0031624496914446354
normal,577,2,0.008922179229557514
normal,578,1,0.001388764358125627
normal,579,3,0.006416752468794584
normal,580,7,0.0034483117051422596
normal,581,6,0.004579885862767696
normal,582,7,0.002441572491079569
normal,583,1,0.0010491139255464077
normal,584,2,0.006848556455224752
normal,585,5,0.012681466527283192
normal,586,8,0.01564137637615204
normal,587,0,0.006563000380992889
normal,588,3,0.006154387257993221
normal,589,7,0.006903672590851784
normal,590,2,0.010356375947594643
normal,591,4,0.007430386729538441
normal,592,0,0.0038260871078819036
normal,593,1,0.0007810895331203938
normal,594,8,0.013182558119297028
normal,595,6,0.007724398281425238
normal,596,7,0.0029166589956730604
normal,597,7,0.003580500138923526
normal,598,4,0.010090641677379608
normal,599,3,0.004190735053271055
normal,600,4,0.004850678611546755
normal,601,1,0.0009403048898093402
normal,602,5,0.006291211117058992
normal,603,1,0.0009597314056009054
normal,604,7,0.009413450956344604
normal,605,3,0.007562612649053335
normal,606,7,0.0016247263411059976
normal,607,6,0.004998514428734779
normal,608,1,0.0018604499055072665
normal,609,3,0.005975993350148201
normal,610,7,0.009394724853336811
normal,611,8,0.010732407681643963
normal,612,3,0.004445915576070547
normal,613,3,0.009335621260106564
normal,614,6,0.004438893403857946
normal,615,7,0.007737338542938232
normal,616,2,0.006469357758760452
normal,617,8,0.014201516285538673
normal,618,5,0.010684971697628498
normal,619,8,0.004331409931182861
normal,620,5,0.007305298000574112
normal,621,1,0.0008717611781321466
normal,622,1,0.0040859743021428585
normal,623,4,0.0031461885664612055
normal,624,4,0.0066987755708396435
normal,625,3,0.005664405878633261
normal,626,1,0.002869898919016123
normal,627,0,0.005531591828912497
normal,628,7,0.0018318803049623966
normal,629,7,0.005558943375945091
normal,630,0,0.004943057894706726
normal,631,7,0.002679279539734125
normal,632,4,0.00477426964789629
normal,633,4,0.005521915853023529
normal,634,8,0.005742974113672972
normal,635,5,0.007473713718354702
normal,636,5,0.006542563438415527
normal,637,4,0.0037363767623901367
normal,638,0,0.006243960466235876
normal,639,8,0.00815380085259676
normal,640,2,0.004499327857047319
normal,641,1,0.004564190749078989
normal,642,0,0.009125865064561367
normal,643,8,0.003813460934907198
normal,644,4,0.007175613194704056
normal,645,5,0.012736697681248188
normal,646,0,0.006940342020243406
normal,647,4,0.004226345103234053
normal,648,0,0.004555780440568924
normal,649,6,0.0070893047377467155
normal,650,1,0.0010649473406374454
normal,651,7,0.005326013080775738
normal,652,3,0.00505168829113245
normal,653,2,0.004376334138214588
normal,654,6,0.0049576894380152225
normal,655,7,0.004087604116648436
normal,656,2,0.011710087768733501
normal,657,6,0.00662416685372591
normal,658,3,0.0035900359507650137
normal,659,1,0.000663488928694278
normal,660,4,0.0065665049478411674
normal,661,6,0.006928101181983948
normal,662,2,0.007212836295366287
normal,663,5,0.003924105782061815
normal,664,4,0.006112726405262947
normal,665,2,0.002776642795652151
normal,666,0,0.003955531399697065
normal,667,6,0.004744824953377247
normal,668,2,0.020733827725052834
normal,669,1,0.0010744951432570815
normal,670,7,0.00382414017803967
normal,671,3,0.004809918813407421
normal,672,4,0.005044237710535526
normal,673,1,0.0011195627739652991
normal,674,0,0.0032818636391311884
normal,675,5,0.005778901278972626
normal,676,4,0.004977259784936905
normal,677,3,0.0037830208893865347
normal,678,1,0.0006793265347369015
normal,679,1,0.0016773673705756664
normal,680,7,0.003075238550081849
normal,681,4,0.0032701485324651003
normal,682,4,0.006393792107701302
normal,683,8,0.005046526435762644
normal,684,4,0.004460321739315987
normal,685,0,0.006520165130496025
normal,686,2,0.010281737893819809
normal,687,4,0.0031596629414707422
normal,688,5,0.007022934965789318
normal,689,1,0.0012293278705328703
normal,690,1,0.00112983922008425
normal,691,6,0.004967574495822191
normal,692,4,0.005779437720775604
normal,693,7,0.003648272482678294
normal,694,1,0.001515147159807384
normal,695,4,0.005897432565689087
normal,696,2,0.006567544769495726
normal,697,4,0.006069924216717482
normal,698,1,0.0019264357397332788
normal,699,5,0.004050292074680328
normal,700,5,0.005780915729701519
normal,701,3,0.00937359407544136
normal,702,8,0.010710460133850574
normal,703,3,0.005098349880427122
normal,704,1,0.0012702711392194033
normal,705,4,0.007805437780916691
normal,706,5,0.007144395262002945
normal,707,6,0.007345262914896011
normal,708,8,0.015982870012521744
normal,709,4,0.010503877885639668
normal,710,1,0.0021922611631453037
normal,711,5,0.006222978234291077
normal,712,3,0.011600077152252197
normal,713,8,0.004695437382906675
normal,714,0,0.0034379276912659407
normal,715,3,0.004508242476731539
normal,716,2,0.00715838884934783
normal,717,5,0.005221046973019838
normal,718,1,0.001356542226858437
normal,719,2,0.005423641763627529
normal,720,8,0.007069823332130909
normal,721,3,0.011718528345227242
normal,722,4,0.008287091739475727
normal,723,4,0.005199974402785301
normal,724,0,0.006502381060272455
normal,725,8,0.007055876776576042
normal,726,8,0.0069267298094928265
normal,727,3,0.007503868080675602
normal,728,3,0.0034388636704534292
normal,729,1,0.001127875642850995
normal,730,7,0.0152139188721776
normal,731,3,0.0034623078536242247
normal,732,5,0.010125046595931053
normal,733,6,0.0031275779474526644
normal,734,3,0.004359188489615917
normal,735,2,0.00445591052994132
normal,736,6,0.009216319769620895
normal,737,1,0.0036137178540229797
normal,738,3,0.007234673481434584
normal,739,6,0.004651439841836691
normal,740,0,0.003428984899073839
normal,741,7,0.004314647056162357
normal,742,2,0.005051685497164726
normal,743,1,0.0008344189263880253
normal,744,7,0.0050457436591386795
normal,745,1,0.0008128723129630089
normal,746,4,0.01146165281534195
normal,747,2,0.005346417427062988
normal,748,4,0.006721190642565489
normal,749,2,0.011863579042255878
normal,750,1,0.001182026695460081
normal,751,7,0.007650632876902819
normal,752,6,0.0042469557374715805
normal,753,1,0.0009776948718354106
normal,754,1,0.0012565928045660257
normal,755,2,0.006986682303249836
normal,756,4,0.007006623316556215
normal,757,8,0.00631115073338151
normal,758,1,0.0016521483194082975
normal,759,7,0.013004431501030922
normal,760,7,0.003570403903722763
normal,761,4,0.0038035286124795675
normal,762,8,0.01949634589254856
normal,763,0,0.004931634292006493
normal,764,7,0.0037808651104569435
normal,765,3,0.006319301202893257
normal,766,1,0.0013882487546652555
normal,767,3,0.003482735250145197
normal,768,1,0.0009488848154433072
normal,769,0,0.0035903581883758307
normal,770,7,0.003490038216114044
normal,771,7,0.004359331447631121
normal,772,0,0.007578275632113218
normal,773,3,0.004374437499791384
normal,774,5,0.008344650268554688
normal,775,5,0.004699889570474625
normal,776,2,0.006452000234276056
normal,777,7,0.004073543939739466
normal,778,6,0.004215937573462725
normal,779,6,0.005315692164003849
normal,780,2,0.010252687148749828
normal,781,8,0.009709127247333527
normal,782,3,0.004836724605411291
normal,783,5,0.007378201000392437
normal,784,2,0.004810696002095938
normal,785,2,0.006850859150290489
normal,786,5,0.0048326533287763596
normal,787,6,0.004357111640274525
normal,788,0,0.0050055887550115585
normal,789,8,0.005799009930342436
normal,790,2,0.00680525740608573
normal,791,2,0.007219021674245596
normal,792,8,0.008418917655944824
normal,793,8,0.011416364461183548
normal,794,8,0.006773096043616533
normal,795,8,0.009590442292392254
normal,796,7,0.0027561832685023546
normal,797,4,0.006183833349496126
normal,798,3,0.008380625396966934
normal,799,0,0.004857068881392479
normal,800,6,0.005195154342800379
normal,801,6,0.008954302407801151
normal,802,3,0.005930888466536999
normal,803,2,0.005794044584035873
normal,804,1,0.0011011537862941623
normal,805,3,0.007802580017596483
normal,806,2,0.00675998954102397
normal,807,2,0.008591829799115658
normal,808,3,0.008840365335345268
normal,809,0,0.01810242235660553
normal,810,0,0.008218985050916672
normal,811,5,0.007474743295460939
normal,812,7,0.005640751216560602
normal,813,8,0.0068669854663312435
normal,814,1,0.004605138208717108
normal,815,4,0.004545341245830059
normal,816,4,0.003774293465539813
normal,817,6,0.006954775657504797
normal,818,0,0.011243848130106926
normal,819,2,0.006321390625089407
normal,820,1,0.0010575796477496624
normal,821,4,0.0036792487371712923
normal,822,7,0.011362303979694843
normal,823,4,0.0033050954807549715
normal,824,7,0.002557822037488222
normal,825,3,0.0077836704440414906
normal,826,8,0.0073534338735044
normal,827,8,0.006267236080020666
normal,828,4,0.008040222339332104
normal,829,7,0.004030758049339056
normal,830,1,0.0014938961248844862
normal,831,2,0.006717605050653219
normal,832,1,0.0011071931803599
normal,833,2,0.005306262522935867
normal,834,2,0.005450885277241468
normal,835,3,0.00700685428455472
normal,836,2,0.012200336903333664
normal,837,3,0.005945865530520678
normal,838,2,0.013359310105443
normal,839,3,0.005179977044463158
normal,840,1,0.001770828734152019
normal,841,7,0.006632171105593443
normal,842,4,0.004942961037158966
normal,843,0,0.010226234793663025
normal,844,3,0.007383212447166443
normal,845,5,0.00844840332865715
normal,846,5,0.0050360457971692085
normal,847,8,0.005634993314743042
normal,848,6,0.005413459148257971
normal,849,3,0.008830754086375237
normal,850,2,0.00546766584739089
normal,851,6,0.00447176955640316
normal,852,7,0.0025821479503065348
normal,853,6,0.0038284799084067345
normal,854,6,0.010647580027580261
normal,855,3,0.005639712791889906
normal,856,2,0.005717107094824314
normal,857,7,0.002627525245770812
normal,858,8,0.003681126283481717
normal,859,1,0.0008375683100894094
normal,860,1,0.001623546238988638
